text,label
hey gorgeous,creepy_flirt
you were standing under yellow light,stalker_behavior
you’re completely useless online,harassment_severe
tumhari reel bohot creative hai,safe
lovelyyy,safe
aunty lag rahi,harassment_mild
tumse baat karne ka mann karta hai roz,creepy_flirt
you looked soooo good in your pic.,creepy_flirt
gandi harkatein,harassment_severe
tumhara look decent hai,safe
frizzy hair,harassment_mild
chhichhori,harassment_med
tumhara image sab ke samne ganda ho gaya,harassment_med
Can I clog your exhaust pipe with my potato?,harassment_severe
tumne cycle chalayi near park,stalker_behavior
tum call pe hasi kar rahi thi,stalker_behavior
gorgeousness,safe
it's time for you to go offline forever,harassment_severe
you’re a walking problem,harassment_severe
itna bhi pretty nahi ho jitna dikhati ho,harassment_med
tumhara time kharab hone wala hai,harassment_med
happy,safe
you make everything about yourself bitch,harassment_severe
tumne kal night me curtain band kiya tha,stalker_behavior
tumhara friend group same hi hota hai,stalker_behavior
you walk your dog daily at 8,stalker_behavior
tumhe lagta hai tum famous ho?,harassment_mild
weight badh gaya,harassment_mild
dekh-lunga,harassment_severe
third class,harassment_severe
kal raat yaad aa rahi thi,creepy_flirt
kam samajh,harassment_med
kamini,harassment_severe
tumhe apna tone check karna chahiye,harassment_mild
flawless,safe
you don’t belong here,harassment_severe
get lost,harassment_severe
you just want male attention,harassment_med
i noticed you looked around for me,stalker_behavior
die,harassment_severe
loved your dress!,safe
full glow,safe
chhoti height,harassment_mild
you act like you’re better than everyone,harassment_med
desirable,creepy_flirt
full confidence,safe
bas tum hi dikh rahi ho,creepy_flirt
respect,safe
you make everything worse slut,harassment_severe
tujhe dekh ke lagta hai sanskaar hi nahi hai,harassment_med
women are fucking disgusting.,harassment_severe
tum real life me bhi aisi hi ho kya,harassment_mild
tumse better sab hain yahan,harassment_med
ajeeb lagti,harassment_mild
bahut zyada ho gayi tum,harassment_med
stop existing online,harassment_severe
why you ignore me every time,creepy_flirt
you’re a liability to your followers,harassment_severe
no curves,harassment_mild
you crossed road near gate 2,stalker_behavior
tumne light green bag carry kiya tha,stalker_behavior
tumhare dress ka colour kya tha kal,creepy_flirt
you were wearing same watch,stalker_behavior
you stood near vendor chatting,stalker_behavior
you didn’t lock your car properly,stalker_behavior
tumhara nature simple aur pyara hai,safe
tumhara dress taste classy hai,safe
your content is deeply offensive,harassment_severe
"tum itni real lagti ho, dil jeet liya",creepy_flirt
you’ve humiliated yourself publicly,harassment_severe
you are a poor representation of people,harassment_severe
talented,safe
tumhari photo baar baar dekh raha hoon,creepy_flirt
nightthoughts,creepy_flirt
tumhare jaise logon se society kharab hoti hai,harassment_severe
you didn’t post your location today,stalker_behavior
i saw you wait at bus stop,stalker_behavior
tempting,creepy_flirt
ab aur bardasht nahi hoga,harassment_med
tumhara naam badnaam kar dunga,harassment_severe
tum so gayi kya baby,creepy_flirt
you cross the bridge daily around 5,stalker_behavior
skin rough lagti,harassment_mild
lowclass,harassment_med
thoda aur dikha do likes badh jayenge,harassment_severe
delete yourself from the internet,harassment_severe
tumhare jaise fake log sab jagah bhare pade hai,harassment_med
vulgar,harassment_med
this is a nightmare to look at,harassment_severe
overconfident,harassment_mild
you are so embarrassing to watch,harassment_severe
shining star,safe
fairness gone,harassment_mild
crushalert,creepy_flirt
you should just delete your account,harassment_severe
tumhara confidence dekh ke accha lagta hai,safe
tum kuch prove nahi kar paogi,harassment_med
tumhari muskaan dil jeet leti hai,safe
tum jaise ladkiyaan sirf paisa ke liye ye sab karti hain,harassment_severe
teeth ajeeb,harassment_mild
kaali aur patli,harassment_severe
"chal nikal yahan se, koi nahi dekhna chahta tujhe",harassment_severe
tumhari vibe addictive hai,creepy_flirt
you keep embarrassing yourself,harassment_severe
tumhari voice peaceful hai,safe
tumhare bina scroll karne ka mann nahi karta,creepy_flirt
i’m obsessed with you,creepy_flirt
tumhare post ka notification on rakha hai,creepy_flirt
i saw your post from same spot,stalker_behavior
tum toh pataka ho,creepy_flirt
nice outfit,safe
obsessed,creepy_flirt
your content makes no sense,harassment_med
acchi,safe
tumhe milne ka mann karta hai,creepy_flirt
lagti buddhi,harassment_mild
low-morals,harassment_med
blessed,safe
lagta hai apna sense hi nahi hai,harassment_med
tum car se nikli aur idhar dekha,stalker_behavior
haddi ban gayi,harassment_med
tumne naya phone liya na,stalker_behavior
stop existing online bimbo,harassment_severe
tumhe dekhke chain chala gaya,creepy_flirt
alonewithyou,creepy_flirt
tum apni izzat khud bech rahi ho online,harassment_severe
sharam nahi aati aise kapde pehen ke post dalte hue,harassment_med
"you’re not hot, stop acting like it",harassment_severe
i saw you outside your class,stalker_behavior
you deserve all the hate you get,harassment_severe
i saw you carrying a coffee cup,stalker_behavior
sab tum par hasta hai,harassment_med
tere jaise log sabka mood kharab kar dete hai,harassment_med
you always ignore me,creepy_flirt
stay positive and keep shining,safe
you’re intolerable to watch,harassment_severe
i saw your smile in shop mirror,stalker_behavior
tum terrace pe selfie le rahi thi,stalker_behavior
sweet look,safe
you should just disappear,harassment_severe
your voice turns me on,creepy_flirt
hi beautiful,creepy_flirt
mast picture hai,safe
you looked beautiful in red hoodie,stalker_behavior
patchy skin,harassment_mild
your posts make people uncomfortable,harassment_severe
cute,creepy_flirt
tum shop ke mirror me dekh rahi thi,stalker_behavior
i saw your photo same outfit me,stalker_behavior
lit one,safe
tera naam dekha aur smile aayi,creepy_flirt
i saw you taking a picture in park,stalker_behavior
you made my day,creepy_flirt
bechari,harassment_mild
you crossed signal just before green,stalker_behavior
you were sitting near library steps,stalker_behavior
dil jeet liya,safe
behenji body,harassment_mild
dull,harassment_mild
tere jaise log society ke liye problem hain,harassment_severe
Why are you alive?,harassment_severe
tumne pink bag carry kiya tha,stalker_behavior
break,harassment_med
tum apni image khud spoil karti,harassment_med
you looked so hot,creepy_flirt
thoda slim ho ja,harassment_mild
sweet,safe
shut the fuck up,harassment_severe
fake confidence hai sab,harassment_med
your account harms the community,harassment_severe
hypocrite,harassment_med
lips fake lagte,harassment_mild
you’re glowing,safe
attentionseeker,harassment_med
tumhare jaise kisi ko dekha nahi,creepy_flirt
chalu,harassment_severe
fame chahiye,harassment_mild
great content,safe
tumhara reel dekh ke mood kharab hota,harassment_med
"tum kuch bhi kar lo, acha nahi lagta",harassment_med
lookback,creepy_flirt
beautiful eyes,creepy_flirt
ja na,harassment_mild
tum sab ke messages me rehti ho,harassment_med
dress tight hai,harassment_mild
you’re a public nuisance,harassment_severe
tum college ke canteen mein thi,stalker_behavior
i saw you take auto from signal,stalker_behavior
confident,safe
i keep thinking about you,creepy_flirt
"abhi toh online ho, real life me bhi mil sakte hain",harassment_severe
dirty,harassment_med
i saw you looking outside window,stalker_behavior
nobody even likes you,harassment_severe
you passed the bakery twice today,stalker_behavior
amazing aura,safe
waitingagain,creepy_flirt
i saw your phone light last night,stalker_behavior
tum so gayi kya abhi?,creepy_flirt
you were on call near juice stall,stalker_behavior
har time insecure lagti ho,harassment_mild
you were near sector 21 park,stalker_behavior
bas ek baar mil lo,creepy_flirt
skin dull ho gayi,harassment_mild
tumne subway ke exit 2 se nikli thi,stalker_behavior
iconic,safe
smile fake,harassment_mild
"go hide somewhere, this isn’t for you",harassment_severe
can’t focus because of you,creepy_flirt
happy to see you smiling,safe
tum phone pe smile kar rahi thi,stalker_behavior
elegant and beautiful presence,safe
heartbeatfast,creepy_flirt
stop polluting timelines with this,harassment_severe
this feels like sunshine,safe
tumhara naam repeat karta rehta hoon,creepy_flirt
nobody cares about your content,harassment_med
truly heartwarming post,safe
eyeson,creepy_flirt
hair thin lag rahe,harassment_mild
tujhe dekh ke lagta hai kuch aur hi chahiye tujhe,harassment_severe
wifey,creepy_flirt
wow,safe
tumhe realise karwana padega kaun ho tum,harassment_severe
i saw your cycle parked near café,stalker_behavior
gora,harassment_mild
"I'm a full on rapist , I mean a philanthropist",harassment_severe
kal raat tumhare dream aaya tha,creepy_flirt
disgusting body,harassment_severe
tumhara caption dil se likha hai,safe
so fake,harassment_med
great edit!,safe
tum apni post se sabko galat signal deti,harassment_med
item lag rahi hai tu,harassment_severe
your content is shameful and crude,harassment_severe
bewda,harassment_mild
you think you’re famous? lol nobody cares,harassment_med
i saw you sitting near window,stalker_behavior
tumhara look mujhe pagal kar deta,creepy_flirt
pigmentation,harassment_mild
tumhari smile fake lagti,harassment_mild
"zyada samajhdar mat ban, nuksan hoga",harassment_severe
love this!,safe
old vibes,harassment_mild
tumhare jaise log sudharti nahi,harassment_med
smart,safe
tum kuch le kar aa rahi thi market se,stalker_behavior
dental karwa lo,harassment_mild
you were sitting by the window again,stalker_behavior
itni cheap ho gayi ho reels ke chakkar mein,harassment_med
You are so rude and so stupid! Get a life bitches.,harassment_severe
tumhe kuch aata nahi,harassment_med
tum sirf likes aur comments ke liye sab karti,harassment_mild
fair nahi lagti,harassment_mild
tum bas sympathy collect karti ho,harassment_med
ye sab ladkiyan toh sirf body dikhane ke liye online hain,harassment_severe
sabko dikhane ke liye hi post karti hai,harassment_med
love the way you look,creepy_flirt
ek baar reply kar do na please,creepy_flirt
tum subway ke paas thi kal,stalker_behavior
khubsurat,safe
you didn’t wear your cap today,stalker_behavior
you’re not as smart as you think,harassment_med
you're so dumb sometimes,harassment_mild
over smart,harassment_mild
tumne insta pe blue wall photo dali,stalker_behavior
no shape,harassment_med
tumhara dressing sense classy hai,safe
sweet lips,creepy_flirt
age bad gayi kya,harassment_mild
i saw your friend drop you home,stalker_behavior
fake body,harassment_med
tum sabko manipulate karti ho,harassment_med
i saw you taking rickshaw yesterday,stalker_behavior
kab mil rahi ho,creepy_flirt
you looked so stunning in that outfit,creepy_flirt
everyone talks behind your back,harassment_med
you're glowing today,safe
tumhe khud pe doubt hona chahiye,harassment_severe
you entered building C yesterday,stalker_behavior
lips black,harassment_mild
nobody believes your positivity,harassment_med
Asshole,harassment_severe
very pure and natural,safe
tumhara content motivate karta hai,safe
adorable,safe
irrelevant,harassment_mild
height,harassment_mild
lagta hai tan ho gaya,harassment_mild
patli,harassment_mild
ye sab kar ke bhi koi respect expect karti hai,harassment_med
nice smile,safe
tumhare jaise logon ko sab dikhana padta hai,harassment_severe
you’re not even that pretty,harassment_med
tumhara glow natural lagta hai,safe
tum photo le rahi thi sunset pe,stalker_behavior
everypost,creepy_flirt
i dreamt about you again,creepy_flirt
dark skin,harassment_med
very soothing to watch,safe
tumhara overconfidence hi le doobega,harassment_mild
such peaceful vibes here,safe
shorty,harassment_mild
why do you even post this nonsense,harassment_med
you're so bimbo it's painful,harassment_severe
glowing,safe
whereareyou,creepy_flirt
you crossed me at signal light,stalker_behavior
lagta hai apne aap ko hero,harassment_mild
tumhare jaise logon se nipatna aata hai mujhe,harassment_severe
no one respects your opinions,harassment_med
you’re making a mockery of yourself,harassment_severe
neverignore,creepy_flirt
tumhare pass se nikla tha main,stalker_behavior
desperate,harassment_med
you’re my dream girl,creepy_flirt
lips,creepy_flirt
yourplace,creepy_flirt
gandi,harassment_med
crybaby,harassment_med
bad skin,harassment_mild
